age,claim_amount,vehicle_age,police_report_filed,witness_present,incident_severity,is_fraud,vehicle_price,driver_rating,policy_type,fault,accident_area,past_claims
24,74700.0,18,False,True,Total Loss,0,199273.45535245733,4,Comprehensive,Third Party,Urban,0
28,60500.0,20,False,True,Major Damage,0,444845.5743596549,4,Third-Party,Third Party,Highway,1
26,84920.0,9,False,True,Total Loss,1,387866.239149783,4,Third-Party,Policy Holder,Highway,3
36,61050.0,6,False,False,Total Loss,0,580400.2111812779,4,Comprehensive,Policy Holder,Rural,1
26,69080.0,6,False,False,Major Damage,1,1062896.6118796733,5,Comprehensive,Third Party,Urban,0
46,4560.0,8,True,True,Minor Damage,0,450950.6196499866,4,Comprehensive,Third Party,Urban,4
28,67800.0,4,False,True,Total Loss,0,692313.7754221385,4,Third-Party,Policy Holder,Highway,1
32,5600.0,10,True,True,Minor Damage,0,457824.0773001552,4,Third-Party,Third Party,Urban,3
55,9000.0,0,False,True,Minor Damage,0,1653550.2362555093,3,Third-Party,Third Party,Urban,2
43,85320.0,9,True,True,Total Loss,0,499505.8839769054,3,Third-Party,Third Party,Highway,3
24,5940.0,14,True,True,Trivial Damage,1,719284.8776950724,4,Comprehensive,Third Party,Urban,0
34,51370.0,15,False,True,Major Damage,1,516976.53401444934,4,Comprehensive,Third Party,Urban,3
43,51600.0,4,True,True,Major Damage,0,640480.4830418351,3,Comprehensive,Third Party,Urban,6
44,5400.0,17,False,True,Trivial Damage,0,187191.35567845838,1,Third-Party,Policy Holder,Urban,5
39,48870.0,16,True,False,Minor Damage,0,305557.8124094583,4,Comprehensive,Third Party,Highway,4
44,5590.0,15,False,True,Minor Damage,0,544170.5640935816,4,Comprehensive,Third Party,Rural,0
48,54960.0,13,False,True,Major Damage,1,315672.5746381596,5,Comprehensive,Policy Holder,Urban,4
47,39800.0,1,False,True,Minor Damage,0,630056.9434110837,3,Comprehensive,Third Party,Urban,2
37,56160.0,0,False,True,Major Damage,1,1015603.9792120438,4,Comprehensive,Policy Holder,Urban,4
42,52700.0,10,False,True,Total Loss,0,389788.73986642476,3,Comprehensive,Policy Holder,Urban,1
43,68580.0,5,False,True,Minor Damage,0,645318.5689920032,3,Comprehensive,Third Party,Urban,4
60,90860.0,11,True,True,Major Damage,1,593911.324743113,4,Third-Party,Third Party,Highway,3
53,5700.0,14,False,True,Trivial Damage,0,378755.37629672204,3,Comprehensive,Third Party,Rural,2
21,94930.0,1,True,False,Total Loss,0,663404.1063600787,3,Comprehensive,Third Party,Urban,1
43,46800.0,8,False,True,Major Damage,1,760826.2271907408,5,Comprehensive,Third Party,Highway,4
47,56320.0,15,False,True,Total Loss,0,635417.2501718125,4,Third-Party,Third Party,Urban,2
46,83490.0,19,True,True,Minor Damage,0,258254.06715847825,3,Comprehensive,Third Party,Highway,4
36,57900.0,7,False,True,Total Loss,0,437835.2489289876,3,Third-Party,Policy Holder,Urban,0
36,49410.0,0,True,True,Total Loss,0,1575840.7105398623,3,Zero-Dep,Third Party,Urban,3
45,66200.0,3,False,True,Minor Damage,0,763524.0859035138,3,Third-Party,Policy Holder,Highway,4
46,64080.0,10,False,True,Minor Damage,0,489211.9474455181,4,Comprehensive,Third Party,Rural,3
43,42500.0,15,True,True,Minor Damage,0,268888.4314602748,3,Third-Party,Third Party,Urban,5
30,48950.0,10,False,True,Total Loss,0,414885.741570167,4,Comprehensive,Policy Holder,Urban,3
42,58850.0,16,True,True,Minor Damage,0,298329.8968813863,4,Comprehensive,Policy Holder,Highway,3
40,82400.0,9,True,True,Minor Damage,0,493470.85320939467,5,Comprehensive,Third Party,Highway,4
44,54240.0,6,False,False,Minor Damage,0,627747.4371662403,4,Comprehensive,Third Party,Urban,3
26,74200.0,19,False,True,Minor Damage,0,221575.3340319861,3,Comprehensive,Policy Holder,Highway,2
53,47430.0,15,False,True,Total Loss,0,229616.99670096108,3,Comprehensive,Third Party,Rural,2
43,68200.0,12,True,True,Major Damage,1,427675.0854903597,3,Comprehensive,Policy Holder,Urban,2
33,63900.0,1,False,False,Minor Damage,0,934992.5461666364,5,Comprehensive,Policy Holder,Urban,2
39,59300.0,7,True,True,Total Loss,0,587676.0718459892,4,Comprehensive,Third Party,Urban,5
44,66900.0,16,True,True,Minor Damage,1,212911.3234823053,3,Zero-Dep,Third Party,Urban,2
27,40810.0,15,False,True,Major Damage,1,243895.62667929815,4,Comprehensive,Third Party,Urban,3
43,75400.0,4,False,False,Total Loss,0,713290.1491710931,4,Third-Party,Policy Holder,Urban,2
34,4200.0,2,True,False,Minor Damage,0,559879.6438166684,4,Comprehensive,Policy Holder,Urban,1
45,52650.0,14,True,False,Major Damage,1,381475.0057422114,4,Comprehensive,Policy Holder,Urban,3
49,42240.0,8,True,True,Major Damage,0,446426.8073255276,5,Comprehensive,Third Party,Rural,0
39,59490.0,20,True,False,Minor Damage,0,415879.4145576093,5,Comprehensive,Third Party,Urban,1
37,44200.0,13,False,True,Major Damage,1,395024.0820603076,4,Comprehensive,Third Party,Highway,2
39,7700.0,15,False,True,Trivial Damage,0,271117.4945587768,4,Comprehensive,Third Party,Rural,4
57,61440.0,7,False,True,Total Loss,0,465193.78090989735,4,Comprehensive,Third Party,Highway,2
37,54400.0,0,False,True,Major Damage,1,896214.9797817549,4,Comprehensive,Third Party,Highway,2
47,58560.0,13,False,True,Total Loss,0,648094.2685269676,4,Comprehensive,Policy Holder,Highway,4
34,67300.0,15,False,True,Major Damage,1,273193.8574034744,4,Comprehensive,Policy Holder,Urban,1
55,36740.0,17,True,True,Major Damage,1,489650.59197040234,4,Comprehensive,Third Party,Rural,2
30,85690.0,4,False,False,Total Loss,0,1457433.5428966156,2,Comprehensive,Third Party,Urban,1
31,34160.0,10,False,True,Major Damage,1,761842.4568807977,3,Comprehensive,Policy Holder,Highway,3
48,61320.0,17,False,True,Minor Damage,0,395290.128452752,4,Comprehensive,Policy Holder,Urban,4
45,79680.0,11,False,False,Total Loss,0,675949.6550889882,4,Comprehensive,Third Party,Urban,3
30,61740.0,13,True,False,Total Loss,0,589892.4304378172,1,Comprehensive,Third Party,Urban,4
55,6400.0,13,False,False,Minor Damage,0,269867.2375913624,3,Zero-Dep,Third Party,Highway,5
55,60600.0,4,True,True,Major Damage,0,528663.6065536593,4,Comprehensive,Policy Holder,Urban,2
38,56320.0,8,False,False,Major Damage,0,977952.9586841974,4,Comprehensive,Third Party,Urban,1
34,52250.0,3,False,False,Total Loss,0,628828.6433754395,4,Comprehensive,Third Party,Urban,3
60,53900.0,9,False,True,Total Loss,0,542961.4405612603,4,Zero-Dep,Third Party,Urban,2
35,2640.0,14,False,True,Trivial Damage,0,268284.91835899866,4,Third-Party,Third Party,Rural,1
33,8970.0,4,False,False,Minor Damage,0,508333.4431998151,1,Third-Party,Third Party,Urban,0
31,6000.0,15,False,True,Minor Damage,0,322471.69482475927,4,Zero-Dep,Third Party,Urban,1
38,55200.0,17,False,True,Major Damage,1,294689.74753037305,2,Comprehensive,Policy Holder,Urban,4
45,7260.0,7,True,True,Trivial Damage,0,454704.2508191225,3,Zero-Dep,Policy Holder,Urban,5
39,64680.0,5,False,False,Minor Damage,0,503252.2307314371,4,Comprehensive,Policy Holder,Urban,2
43,59200.0,17,False,True,Major Damage,0,208639.42663962196,3,Third-Party,Third Party,Highway,3
34,4700.0,17,False,True,Minor Damage,0,250255.0493147928,2,Comprehensive,Third Party,Urban,2
33,69400.0,15,False,True,Total Loss,0,530214.0639876251,3,Comprehensive,Policy Holder,Urban,0
21,40500.0,17,False,False,Total Loss,0,217757.67812670532,1,Zero-Dep,Third Party,Rural,0
28,60000.0,18,False,True,Minor Damage,0,177852.16149654394,4,Comprehensive,Third Party,Urban,0
30,67320.0,19,False,True,Minor Damage,0,399262.1933163076,4,Zero-Dep,Third Party,Rural,3
27,75690.0,1,True,True,Total Loss,0,972051.1104029741,2,Comprehensive,Third Party,Urban,0
31,64300.0,13,False,True,Major Damage,1,356134.70337880834,3,Third-Party,Policy Holder,Highway,1
43,64400.0,4,True,False,Major Damage,0,1194194.1525233737,4,Zero-Dep,Third Party,Urban,1
53,97080.0,10,False,True,Minor Damage,0,331307.2481113083,1,Comprehensive,Third Party,Highway,10
44,5500.0,5,False,False,Minor Damage,0,518138.5567416981,4,Zero-Dep,Third Party,Urban,6
38,30700.0,5,False,True,Total Loss,0,530656.4289526946,4,Comprehensive,Third Party,Urban,1
48,33480.0,3,True,True,Minor Damage,0,774227.0012449113,2,Third-Party,Policy Holder,Urban,1
26,65430.0,14,True,True,Total Loss,0,365701.3377115164,4,Comprehensive,Policy Holder,Urban,1
36,42680.0,9,True,True,Major Damage,1,531182.4411351203,5,Comprehensive,Policy Holder,Urban,4
45,87780.0,4,False,True,Minor Damage,0,789899.2800885739,4,Third-Party,Third Party,Rural,9
36,72800.0,17,True,True,Major Damage,0,307230.96802026796,4,Comprehensive,Policy Holder,Highway,0
37,71190.0,18,False,False,Major Damage,1,531472.0813549652,2,Comprehensive,Third Party,Urban,3
38,3600.0,16,True,True,Trivial Damage,0,209179.6869985831,2,Comprehensive,Third Party,Urban,2
41,62640.0,6,False,True,Major Damage,0,847709.0722092139,4,Zero-Dep,Policy Holder,Rural,3
36,69630.0,17,False,True,Minor Damage,0,223330.4215137409,3,Comprehensive,Policy Holder,Urban,5
33,76010.0,20,False,False,Minor Damage,1,204369.1442797834,3,Third-Party,Third Party,Urban,2
40,44220.0,15,True,False,Total Loss,0,228524.12851691336,4,Zero-Dep,Third Party,Urban,3
38,57200.0,4,False,True,Minor Damage,0,1403822.5034686227,3,Comprehensive,Third Party,Urban,3
35,3080.0,17,False,True,Minor Damage,0,261981.0579907867,4,Comprehensive,Third Party,Urban,2
31,75790.0,8,True,False,Total Loss,0,485719.7365001837,4,Third-Party,Third Party,Highway,4
30,32670.0,12,False,True,Minor Damage,0,296264.59049760824,4,Comprehensive,Policy Holder,Highway,6
46,3870.0,5,False,True,Minor Damage,0,518380.76282950287,2,Comprehensive,Third Party,Urban,5
38,91520.0,10,True,True,Total Loss,1,642849.3155907503,4,Third-Party,Policy Holder,Rural,2
32,74690.0,7,True,True,Major Damage,1,601443.0971787755,4,Comprehensive,Third Party,Rural,1
30,4620.0,17,False,True,Trivial Damage,0,485562.6905932902,2,Comprehensive,Third Party,Urban,2
32,55000.0,7,False,False,Major Damage,1,571573.7120451446,4,Third-Party,Third Party,Highway,1
48,59400.0,19,False,True,Major Damage,1,192255.70303155275,4,Comprehensive,Third Party,Urban,2
34,55260.0,15,False,True,Total Loss,0,267772.2598101914,3,Comprehensive,Third Party,Urban,3
44,51400.0,19,True,True,Minor Damage,0,203904.52642698266,4,Comprehensive,Third Party,Urban,1
37,48780.0,7,False,True,Minor Damage,0,577937.514835925,4,Zero-Dep,Policy Holder,Urban,1
31,52380.0,5,False,True,Major Damage,0,671861.056399454,3,Third-Party,Third Party,Highway,3
34,74360.0,10,True,True,Total Loss,1,351078.7083127045,3,Comprehensive,Third Party,Urban,1
40,53400.0,12,False,False,Minor Damage,0,434358.1283725984,2,Comprehensive,Policy Holder,Urban,1
59,71800.0,20,True,True,Total Loss,0,161338.70435618272,2,Comprehensive,Policy Holder,Urban,1
31,68240.0,2,False,False,Major Damage,1,880772.5453624842,4,Comprehensive,Policy Holder,Urban,1
45,61050.0,4,False,False,Major Damage,1,508801.1512975249,3,Comprehensive,Third Party,Urban,3
47,5590.0,13,True,True,Minor Damage,0,291943.4409805662,3,Zero-Dep,Policy Holder,Urban,4
48,46860.0,17,False,False,Major Damage,0,546659.246441076,4,Comprehensive,Policy Holder,Highway,4
31,4290.0,17,False,True,Minor Damage,0,391271.3696546184,4,Third-Party,Third Party,Urban,3
57,78500.0,0,False,False,Minor Damage,0,1530854.345047976,3,Comprehensive,Policy Holder,Highway,5
42,70830.0,10,True,True,Total Loss,0,401071.396131333,3,Comprehensive,Third Party,Urban,4
56,68040.0,18,False,True,Total Loss,0,200882.3977783069,3,Comprehensive,Policy Holder,Highway,5
32,63600.0,18,False,False,Major Damage,1,478876.4911357061,4,Comprehensive,Third Party,Highway,2
63,43560.0,0,False,True,Minor Damage,0,999317.2259959365,5,Third-Party,Policy Holder,Urban,2
31,60840.0,4,False,True,Total Loss,0,754929.9251626217,3,Zero-Dep,Policy Holder,Urban,2
55,68160.0,5,True,True,Total Loss,0,543827.8852785593,5,Zero-Dep,Policy Holder,Highway,2
27,5170.0,14,False,False,Minor Damage,0,312484.25628300157,4,Comprehensive,Third Party,Urban,2
37,57700.0,15,False,True,Total Loss,0,250193.2259442044,3,Third-Party,Policy Holder,Rural,2
46,89520.0,1,False,True,Total Loss,0,1298128.597153308,4,Comprehensive,Third Party,Urban,7
43,4620.0,3,True,False,Minor Damage,0,1068993.0673867082,3,Zero-Dep,Third Party,Urban,2
39,45180.0,11,False,True,Minor Damage,0,466761.0135203265,5,Comprehensive,Third Party,Rural,2
38,45100.0,2,False,False,Total Loss,0,877782.9035909106,5,Comprehensive,Third Party,Highway,4
32,83160.0,12,True,True,Total Loss,0,405149.91830832633,4,Comprehensive,Policy Holder,Urban,3
42,86130.0,20,False,True,Minor Damage,0,200861.27392598547,1,Comprehensive,Third Party,Highway,1
25,48000.0,20,False,True,Major Damage,0,198168.04631416986,4,Comprehensive,Policy Holder,Highway,2
35,3300.0,7,True,False,Minor Damage,0,519052.3871429294,2,Zero-Dep,Third Party,Urban,2
34,57200.0,10,True,True,Minor Damage,0,418906.7265239008,4,Third-Party,Third Party,Urban,2
35,7590.0,3,False,False,Trivial Damage,0,661333.7276252266,3,Zero-Dep,Third Party,Urban,3
37,80080.0,2,False,True,Total Loss,0,599804.5208615485,4,Comprehensive,Third Party,Urban,4
30,4800.0,9,True,False,Minor Damage,0,676810.7889972418,4,Comprehensive,Third Party,Urban,4
37,3900.0,7,True,True,Minor Damage,1,1180416.6311772114,2,Comprehensive,Third Party,Urban,2
26,90400.0,20,False,False,Minor Damage,0,371414.92215209466,3,Comprehensive,Policy Holder,Urban,1
29,62900.0,17,False,False,Minor Damage,0,303621.82722605957,4,Comprehensive,Third Party,Highway,1
32,54200.0,1,False,True,Major Damage,1,657528.760914921,3,Comprehensive,Policy Holder,Rural,2
50,51800.0,12,True,True,Major Damage,0,365487.7439198069,4,Comprehensive,Policy Holder,Urban,6
55,6600.0,3,False,True,Trivial Damage,0,583786.0888704858,2,Comprehensive,Third Party,Urban,2
35,74140.0,8,True,False,Total Loss,0,416946.3411936162,4,Comprehensive,Policy Holder,Urban,4
25,67800.0,20,False,True,Total Loss,0,286718.60893704806,4,Third-Party,Third Party,Rural,1
44,55400.0,13,True,True,Major Damage,1,267856.1273242066,3,Comprehensive,Third Party,Urban,2
37,49100.0,19,False,True,Major Damage,1,258710.68359884297,4,Zero-Dep,Third Party,Urban,3
41,98280.0,8,False,True,Major Damage,1,433201.10928875953,4,Comprehensive,Third Party,Urban,5
40,66550.0,7,False,True,Total Loss,0,539096.8524189609,4,Third-Party,Policy Holder,Highway,2
33,70400.0,13,False,True,Major Damage,0,325111.9547674494,3,Third-Party,Third Party,Highway,4
42,53280.0,0,False,True,Major Damage,1,807691.7792292433,4,Third-Party,Policy Holder,Urban,1
32,84590.0,16,True,True,Total Loss,0,270405.4648756648,2,Third-Party,Third Party,Highway,1
37,54560.0,11,True,True,Total Loss,0,322758.6983344816,4,Zero-Dep,Third Party,Highway,2
40,82170.0,16,True,True,Minor Damage,0,331185.9345544213,4,Third-Party,Policy Holder,Urban,4
44,61100.0,7,False,True,Total Loss,0,592844.3417475855,3,Comprehensive,Third Party,Highway,1
43,51900.0,4,True,True,Minor Damage,1,1341475.4653281777,2,Comprehensive,Third Party,Urban,1
39,3440.0,13,False,True,Trivial Damage,0,325731.5930195507,4,Third-Party,Policy Holder,Highway,2
36,51390.0,2,False,True,Total Loss,0,607568.704744004,4,Comprehensive,Policy Holder,Urban,4
32,76900.0,20,False,True,Major Damage,0,240980.96876608406,3,Comprehensive,Third Party,Urban,0
42,77000.0,0,False,True,Minor Damage,1,782589.5036372342,3,Comprehensive,Third Party,Urban,3
39,60320.0,3,False,True,Major Damage,1,529906.6458069365,4,Comprehensive,Policy Holder,Urban,4
46,60700.0,18,False,True,Minor Damage,0,212063.92517906622,3,Comprehensive,Policy Holder,Rural,4
21,53280.0,0,False,True,Total Loss,0,975144.2379607509,2,Third-Party,Third Party,Urban,0
43,34290.0,2,True,True,Minor Damage,0,780270.5872546282,3,Third-Party,Third Party,Urban,3
44,46980.0,13,False,True,Total Loss,0,372401.66380462213,4,Third-Party,Third Party,Rural,3
26,36700.0,5,True,True,Major Damage,0,678153.5704863989,4,Comprehensive,Policy Holder,Highway,2
28,60200.0,3,False,True,Total Loss,0,1101618.1400839298,3,Comprehensive,Policy Holder,Highway,1
30,6480.0,19,True,True,Minor Damage,0,259453.02842433943,2,Comprehensive,Policy Holder,Urban,3
38,87200.0,9,False,True,Minor Damage,0,428634.2889323936,4,Comprehensive,Third Party,Urban,0
41,108480.0,0,False,True,Major Damage,0,1711210.9194113316,4,Third-Party,Third Party,Urban,3
34,67500.0,19,True,True,Minor Damage,0,160814.11159490698,4,Comprehensive,Policy Holder,Highway,3
62,46980.0,17,True,True,Major Damage,0,580880.2098507229,3,Zero-Dep,Third Party,Rural,0
60,5060.0,8,False,True,Minor Damage,0,797245.7779870017,3,Comprehensive,Third Party,Rural,2
